Customer,Job Site,Make,Model,Serial Number,Unit Number,Inspection Date,Entered Date,SMU,Form,Question Group,Question,Reading,Eval
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Compartment Temperature,Record the Engine Oil temp 70-75c,78,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Emmissions Idle HV,"AAAA - Anc, Rock, Road Mtc and IT s IDLE Record The CO ppm",10,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Emmissions Idle HV,"AAAA - Anc, Rock, Road Mtc and IT s IDLE Record The NO ppm",7,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Emmissions Idle HV,"AAAA - Anc, Rock, Road Mtc and IT s IDLE Record The NO2 ppm",0.6,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Emmissions Idle HV,"AAAA - Anc, Rock, Road Mtc and IT s IDLE Record The NOX ppm",7.6,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Emmissions High Idle HV,"AAAA - Anc, Rock, Road Mtc and IT s HIGH IDLE Record The CO ppm",56,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Emmissions High Idle HV,"AAAA - Anc, Rock, Road Mtc and IT s HIGH IDLE Record The NO ppm",32,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Emmissions High Idle HV,"AAAA - Anc, Rock, Road Mtc and IT s HIGH IDLE Record The NO2 ppm",1.4,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Emmissions High Idle HV,"AAAA - Anc, Rock, Road Mtc and IT s HIGH IDLE Record The NOX ppm",33.4,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Emissions Stall HV,"AAAA - Anc, Rock, Road Mtc and IT s STALL Record The CO ppm",387,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Emissions Stall HV,"AAAA - Anc, Rock, Road Mtc and IT s STALL Record The NO ppm",648,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Emissions Stall HV,"AAAA - Anc, Rock, Road Mtc and IT s STALL Record The NO2 ppm",7.9,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,"AAAA - Ancillary, Rock breakers, Road Mtc and IT's HV Diesel Emission Testing",Emissions Stall HV,"AAAA - Anc, Rock, Road Mtc and IT s STALL Record The NOX ppm",655.9,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,HV Diesel Particulate Emission Testing,Emmissions Particulate Test Record,Record the Engine Oil temp 70-75c,78,A
NEWMONT_MOBILE_FLEET,CADIA EAST,Epiroc,ST18,TMG22URE0095,LD094,16/02/2025,17/02/2025,5916,HV Diesel Particulate Emission Testing,Emmissions Particulate Test Record,"HV Diesel particulate, mg/m3 EC",0,A
